QuestionID,ExamYear,QuestionStem,CorrectAnswer,BodySystem,BodySystem_Source,BodySystem_Confidence,ClinicalCategory,BlueprintCategory,BlueprintCategory_Predicted,Blueprint_Confidence,Blueprint_Source,Subcategory,Subcat_Source,Reference,Explanation,ScoringStatus,YearLastUsed
Q2024-855,2024,"A 6-month-old male is brought to your office by his parents for a well baby examination. This is the 
patientâ€™s first visit to your office as his family recently immigrated to the United States. The infant 
appears to be developing normally, but the parents are concerned because they have not observed a 
right testicle. 
 
On examination you are able to palpate the left testicle in the normal location. The right testicle is not 
located in the scrotum but is palpable along the inguinal canal. It can be moved into the upper 
scrotum but requires constant tension to remain in this position and immediately retracts after release. 
 
Which one of the following would be the most appropriate next step in management? 
A)   Reassurance that the condition will resolve spontaneously 
B)   Follow-up in 2 months 
C)   An ultrasound of the scrotum and pelvis 
D)   Referral to an endocrinologist 
E)   Referral to a urologist

A) 
B) 
C) 
D) 
E) ",E,Reproductive: Male,Predicted,1.085,,Preventive Care,Preventive Care,1.0,Gold Standard,Management,high,"Nguyen V, Ngo L, Jaqua EE. Cryptorchidism (undescended testicle). Am Fam Physician. 2023;108(4):378-385.","Cryptorchidism is the most common genitourinary malformation in male children, and 
primary care physicians play a key role in the early identification of this condition. The 
next step in management would be referral to a urologist (SOR C). Reassuring the 
parents that the patientâ€™s condition will spontaneously resolve is not sufficient. If the 
testicle were located in the upper scrotum or lower inguinal canal, then an annual 
examination to ensure spontaneous resolution would be acceptable. If the patient had 
bilateral undescended testicles that were nonpalpable, then referral to an 
endocrinologist would be the most appropriate next step. Imaging is not recommended 
before consultation with a surgical specialist (SOR C). After surgery, patients need 
lifelong surveillance and counseling regarding fertility implications and increased risk for 
testicular conditions.  
 
Reference   
Nguyen V, Ngo L, Jaqua EE. Cryptorchidism (undescended testicle). Am Fam Physician. 
2023;108(4):378-385.",Scored,
Q2024-856,2024,"A 23-year-old kindergarten teacher presents with a 2-day history of fever up to 102 Â°F, a sore throat, 
headache, and swollen glands. She has not had a runny nose or cough. Her throat is hyperemic and 
has tonsillar exudates. The anterior cervical nodes are enlarged and tender, but there is no other 
lymphadenopathy. She requests an antibiotic to prevent complications and to reduce the likelihood of 
spreading the infection to her students. A throat swab for group A Streptococcus is positive. 
 
Which one of the following is true regarding the use of antibiotics in this patient? 
A)   Her current symptoms will not be reduced 
B)   Her risk for developing poststreptococcal glomerulonephritis will not change 
C)   Her risk for developing rheumatic fever will not change 
D)   She will remain contagious for 7â€“10 days even with treatment

A) 
B) 
C) 
D) 
E) ",B,Respiratory,Extracted,1.0,,Acute Care and Diagnosis,Acute Care and Diagnosis,1.0,Gold Standard,Pharmacology,high,"Sur DKC, Plesa ML. Antibiotic use in acute upper respiratory tract infections. Am Fam Physician. 2022;106(6):628-636.","Up to 90% of cases of pharyngitis in adults are viral in etiology. The patient in this 
clinical scenario, however, has a high clinical likelihood of group A Î²-hemolytic 
streptococcal (GABS) pharyngitis, as she meets 4 of the 5 Modified Centor Criteria 
(fever, hyperemic/exudative tonsillitis, cervical adenopathy, and absence of cough). 
Antibiotic treatment is recommended to reduce communicability, relieve symptoms, and 
help prevent rheumatic fever (SOR C). Antibiotic treatment for GABS pharyngitis does 
not lower the risk for acute poststreptococcal glomerulonephritis. The use of the 
Modified Centor Criteria for acute pharyngitis is endorsed by both the American 
Academy of Family Physicians and the American College of Physicians.  
 
Reference   
Zoorob R, Sidani MA, Fremont RD, Kihlberg C. Antibiotic use in acute upper respiratory 
tract infections. Am Fam Physician. 2012;86(9):817-822.",Scored,
Q2024-857,2024,"A 23-year-old female presents to your office for evaluation of amenorrhea. A pregnancy test is 
positive, and you determine that she is at 6 weeksâ€™ gestation based on her last menstrual period. She 
has a history of acne, allergic rhinitis, gastroesophageal reflux, and anxiety. The patientâ€™s current 
medications include the following: 
Adapalene 0.1% gel (Differin Gel) daily 
Famotidine (Pepcid), 20 mg as needed 
Fluticasone propionate (Flonase), 50 Î¼g daily 
Hydroxyzine (Vistaril), 25 mg as needed 
Polyethylene glycol (MiraLAX), 17 g as needed 
Which one of the patientâ€™s current medications should be discontinued at this time? 
A)   Adapalene 
B)   Famotidine 
C)   Fluticasone propionate 
D)   Hydroxyzine 
E)   Polyethylene glycol

A) 
B) 
C) 
D) 
E) ",A,Sexual and Reproductive,Extracted,1.0,,Chronic Care Management,Chronic Care Management,1.0,Gold Standard,Pharmacology,high,"Powers EA, Tewell R, Bayard M. Over-the-counter medications in pregnancy. Am Fam Physician. 2023;108(4):360-369.","Family physicians should be familiar with medications contraindicated in pregnancy that 
are commonly used by women of reproductive age. Topical adapalene, along with other 
retinoids, is contraindicated in pregnancy due to lack of safety data and known harm 
from oral formulations. Famotidine, fluticasone propionate, hydroxyzine, and 
polyethylene glycol are generally considered safe in all trimesters of pregnancy.  
 
Reference   
Powers EA, Tewell R, Bayard M. Over-the-counter medications in pregnancy. Am Fam 
Physician. 2023;108(4):360-369.",Scored,
Q2024-858,2024,"A 17-year-old male sustains an injury while playing in a high school football game. As the sideline 
physician, you determine that he needs to be transported to the emergency department with neck 
stabilization. He is awake, talking, and in no acute distress. There is no concern for airway 
compromise. 
 
Depending on the nature of his other injuries, which one of the following pieces of protective 
equipment should you remove before transporting the patient? 
A)   Only the helmet if required 
B)   Only the shoulder pads if required 
C)   Both the helmet and the shoulder pads 
D)   Neither the helmet nor the shoulder pads

A) 
B) 
C) 
D) 
E) ",D,Injuries/Musculoskeletal,Extracted,1.0,,Emergent and Urgent Care,Emergent and Urgent Care,1.0,Gold Standard,Management,fallback,Usman S. Management of head and neck injuries by the sideline physician. Am Fam Physician. 2022;106(5):543-548.,"In general, helmets and pads should remain in place during transportation after a 
football injury requiring neck stabilization. The facemask may be removed with a special 
tool if there are airway issues or loss of consciousness. If the athleteâ€™s injuries require 
either the helmet or pads to be removed, both should be removed by a trained team. 
Removal of only one can cause hyperflexion or hyperextension of the neck.  
 
References  
Mills BM, Conrick KM, Anderson S, et al. Consensus recommendations on the 
prehospital care of the injured athlete with a suspected catastrophic cervical spine 
injury. J Athl Train. 2020;55(6):563-572.   
 
Usman S. Management of head and neck injuries by the sideline physician. Am Fam 
Physician. 2022;106(5):543-548.",Scored,
Q2024-859,2024,"A 16-year-old female presents for a routine checkup. During the visit, she discloses that she is sexually 
active and wants to discuss contraceptive options. However, she is hesitant to inform her parents, fearing 
their disapproval. 
 
Which one of the following is the most ethical course of action? 
A)   Providing the patient with contraception without informing her parents, and respecting her 
confidentiality by not noting this discussion in her medical record 
B)   Offering confidential counseling and contraceptive options while encouraging open 
communication with her parents 
C)   Insisting on parental involvement in the decision-making process, emphasizing the importance of 
open communication 
D)   Referring the patient to a mental health professional to address her concerns about parental 
disapproval before discussing contraception 
E)   Refusing to discuss contraception without parental consent, citing the patientâ€™s age

A) 
B) 
C) 
D) 
E) ",B,Patient-Based Systems,Predicted,1.09,,Foundations of Care,Foundations of Care,1.0,Gold Standard,Counseling,medium,"Committee on Adolescence; Braverman PK, Adelman WP, et al. Contraception for adolescents. Pediatrics. 2014;134(4):e1244-e1256.","While respecting the patientâ€™s autonomy and confidentiality is important, ethical 
obligations also extend to ensuring her well-being and safety, and accurately 
maintaining the medical record. Encouraging open communication with parents can 
foster trust and support, but forcing it might create a harmful environment. Offering 
counseling and contraceptive options while advocating for open communication allows 
the physician to foster patient autonomy as well as uphold responsible guidance. This 
approach aligns with ethical guidelines from the American Academy of Pediatrics that 
emphasize respect for minorsâ€™ confidentiality while considering parental involvement in 
sensitive situations.  
 
Reference   
Committee on Adolescence; Braverman PK, Adelman WP, et al. Contraception for 
adolescents. Pediatrics. 2014;134(4):e1244-e1256.",Scored,
Q2024-860,2024,"A previously healthy 72-year-old female presents to your office 7 days after hospitalization for an 
acute ischemic stroke diagnosed by MRI. The inpatient evaluation confirmed that she experienced a 
minor noncardioembolic ischemic stroke. She was not a candidate for reperfusion therapy and did not 
receive rtPA. Her family reports that her speech impairment and confusion have completely resolved 
and that she is now back to her baseline. 
 
Which one of the following would be the most appropriate pharmacotherapy at this time? 
A)   A direct oral anticoagulant 
B)   Low-molecular-weight heparin 
C)   A vitamin K antagonist 
D)   Single antiplatelet therapy 
E)   Dual antiplatelet therapy

A) 
B) 
C) 
D) 
E) ",E,Cardiovascular,Predicted,1.059,,Acute Care and Diagnosis,Acute Care and Diagnosis,1.0,Gold Standard,Treatment,medium,"Larson ST, Ray BE, Wilbur J. Ischemic stroke management: posthospitalization and transition of care. Am Fam Physician. 2023;108(1):70-77.","This patient has been diagnosed with a minor noncardioembolic ischemic stroke and 
should be treated with dual antiplatelet therapy with aspirin and clopidogrel for 21â€“90 
days post stroke (SOR A). The benefit of reducing recurrent stroke risk outweighs the 
risk for major bleeding. Using aspirin and clopidogrel longer than 90 days offers no 
additional benefit but results in significantly increased bleeding risk compared to using 
single antiplatelet therapy. Following 21â€“90 days post stroke, either aspirin 
monotherapy or aspirin in combination with dipyridamole may be used indefinitely. If a 
cardioembolic source is later diagnosed, appropriate anticoagulation therapy with a 
direct oral anticoagulant or vitamin K antagonist, such as warfarin, can be initiated. 
Low-molecular-weight heparin does not play a role in secondary stroke prevention.  
 
Reference   
Larson ST, Ray BE, Wilbur J. Ischemic stroke management: posthospitalization and 
transition of care. Am Fam Physician. 2023;108(1):70-77.",Scored,
Q2024-861,2024,"In patients with posttraumatic stress disorder, which one of the following medications is most 
effective for the treatment of midsleep awakening due to hyperarousal or nightmares? 
A)   Amitriptyline 
B)   Clonazepam (Klonopin) 
C)   Fluoxetine (Prozac) 
D)   Prazosin (Minipress) 
E)   Extended-release venlafaxine (Effexor XR)

A) 
B) 
C) 
D) 
E) ",D,Psychiatric/Behavioral,Extracted,1.0,,Chronic Care Management,Chronic Care Management,1.0,Gold Standard,Pharmacology,medium,"Sartor Z, Kelley L, Laschober R. Posttraumatic stress disorder: evaluation and treatment. Am Fam Physician. 2023;107(3):273-281.","The Î±-blocker prazosin can be effective in the treatment of midsleep awakening due to 
hyperarousal or nightmares by decreasing sympathetic nervous tone. Due to their 
toxicity profiles, tricyclic antidepressants such as amitriptyline are usually not initiated in 
patients with posttraumatic stress disorder (PTSD) until multiple first-line treatments 
have failed. Benzodiazepines such as clonazepam are generally avoided in patients with 
PTSD due to potential misuse and chronic long-term effects. SSRIs such as fluoxetine 
and SNRIs such as venlafaxine are the most effective pharmacologic treatments for 
overall reduction of PTSD symptoms. However, they are not used specifically for 
nighttime trauma-related nightmares.  
 
Reference   
Sartor Z, Kelley L, Laschober R. Posttraumatic stress disorder: evaluation and 
treatment. Am Fam Physician. 2023;107(3):273-281.",Scored,
Q2024-862,2024,"A 2-year-old male is brought to the emergency department after a generalized seizure that lasted for 3 
minutes and was witnessed by his parent. An examination is significant for a temporal temperature of

A) 
B) 
C) 
D) 
E) ",A,Nonspecific,Predicted,1.042,,Acute Care and Diagnosis,Acute Care and Diagnosis,1.0,Gold Standard,Pharmacology,medium,"Smith DK, Sadler KP, Benedum M: Febrile seizures: Risks, evaluation, and prognosis. Am Fam Physician 2019;99(7):445-450.","This patient had a simple febrile seizure that has ended, and antiseizure medication is 
not recommended. Routine laboratory examinations, imaging, and 
electroencephalography are not recommended in simple febrile seizures. 
Benzodiazepines can be used in patients who are actively seizing for longer than 5 
minutes, but this patientâ€™s seizure has ended.  
 
Reference   
Smith DK, Sadler KP, Benedum M. Febrile seizures: risks, evaluation, and prognosis. Am 
Fam Physician. 2019;99(7):445-450.",Scored,
Q2024-863,2024,"A 35-year-old male with a medical history of hypertension and a family history of 
hypercholesterolemia and coronary artery disease sees you for routine follow-up of hypertension. His 
blood pressure is controlled on hydrochlorothiazide, 25 mg daily, and losartan (Cozaar), 50 mg daily. 
He has a BMI of 30 kg/m2 and quit smoking tobacco 2 years ago. 
 
According to the U.S. Preventive Services Task Force, which one of the following is recommended 
for the primary prevention of cardiovascular disease in this patient? 
A)   Aspirin, 81 mg daily 
B)   Low- to moderate-intensity statin therapy 
C)   Moderate-intensity exercise for 120 minutes per week 
D)   Referral to behavioral counseling interventions to promote a healthy diet and physical activity

A) 
B) 
C) 
D) 
E) ",D,Cardiovascular,Predicted,1.155,,Preventive Care,Preventive Care,1.0,Gold Standard,Prevention,high,"US Preventive Services Task Force. Final recommendation statement: healthy diet and physical activity for cardiovascular disease prevention in adults with cardiovascular disease risk factors: behavioral counseling interventions. Updated November 24, 2020.","This patient is at increased risk for cardiovascular disease (CVD) due to his 
hypertension, family history, elevated BMI, and smoking history. According to the U.S. 
Preventive Services Task Force (USPSTF) recommendations for the primary prevention 
of CVD, adults with CVD risk factors should be referred to behavioral counseling 
interventions to promote a healthy diet and physical activity. The USPSTF recommends 
shared decision-making for low-dose aspirin for the primary prevention of CVD in 
patients 40â€“59 years of age who have a 10% or greater 10-year risk of CVD. The 
USPSTF recommends statin therapy for the primary prevention of CVD in patients 40â€“
75 years of age who do not have a history of CVD but do have â‰¥1 CVD risk factors plus 
a 10-year CVD risk of 7.5%â€“10%. The USPSTF does not make a recommendation for a 
specific exercise program.  
 
Reference   
US Preventive Services Task Force. Final recommendation statement: healthy diet and 
physical activity for cardiovascular disease prevention in adults with cardiovascular 
disease risk factors: behavioral counseling interventions. Updated November 24, 2020.",Scored,
Q2024-864,2024,"A 68-year-old male presents with dependent edema and an ulcer over the medial malleolus secondary 
to venous insufficiency. The dorsalis pedis pulse is intact. 
 
Which one of the following would be the most appropriate management of this patientâ€™s edema and 
ulcer? 
A)   A nongraduated compression stocking with 10â€“20 mm Hg pressure at the ankle 
B)   A graduated compression stocking with 30â€“40 mm Hg pressure at the ankle 
C)   A graduated compression stocking with 50â€“60 mm Hg pressure at the ankle 
D)   An Unna boot

A) 
B) 
C) 
D) 
E) ",B,Cardiovascular,Predicted,1.078,,Chronic Care Management,Chronic Care Management,1.0,Gold Standard,Treatment,medium,,"Graduated compression stockings are the mainstay of treatment for chronic venous 
insufficiency. The compression is generally highest at the ankle with decreasing 
pressures at the calf. While compression stockings with <20 mm Hg tension may be 
helpful for comfort, they are not considered adequate for venous insufficiency. 
Insufficiency significant enough to cause venous ulcers should be treated with 30â€“40 
mm Hg pressure stockings, which have been shown to be effective for >90% of ulcers 
if a patient is 70%â€“80% compliant with usage. Varicosities with swelling and discomfort 
may be helped by 20â€“30 mm Hg pressure compression stockings. Compression 
stockings with >50 mm Hg of pressure are not as well tolerated and are generally used 
in patients with lymphedema. Unna boots have significant variability of pressures and 
are not generally recommended for this condition.  
 
References 
Dahm KT, Myrhaug HT, Stromme H, Fure B, Brurberg KG. Effects of preventive use of 
compression stockings for elderly with chronic venous insufficiency and swollen legs: a 
systematic review and meta-analysis. BMC Geriatr. 2019;19(1):76.    
 
Eberhardt RT, Raffetto JD. Chronic venous insufficiency. Circulation. 2014;130(4):333-
346.",Deleted-Content,
Q2024-865,2024,"Hypocalcemia can cause which one of the following? 
A)   Constipation 
B)   Hypertension 
C)   Paresthesias 
D)   Respiratory suppression 
E)   Tachycardia

A) 
B) 
C) 
D) 
E) ",C,Nonspecific,Predicted,1.004,,Acute Care and Diagnosis,Acute Care and Diagnosis,1.0,Gold Standard,Diagnosis,low,"Pepe J, Colangelo L, Biamonte F, et al. Diagnosis and management of hypocalcemia. Endocrine. 2020;69(3):485-495.","Hypocalcemia causes generalized neuromuscular irritability, leading to peripheral 
symmetric paresthesias and muscle spasms that can cause tetany, extrapyramidal 
symptoms, and seizures. Hypocalcemia can cause QTc prolongation, heart block, and 
bronchospasm. It can also lead to complications of hypercalciuria such as 
nephrolithiasis and can trigger psychiatric conditions including anxiety and mania. 
Hypocalcemia does not cause hypertension, respiratory suppression, or tachycardia. 
Constipation is more associated with hypercalcemia.  
 
Reference   
Pepe J, Colangelo L, Biamonte F, et al. Diagnosis and management of hypocalcemia. 
Endocrine. 2020;69(3):485-495.",Scored,
Q2024-866,2024,"A 60-year-old male who had an ST-elevation myocardial infarction 9 months ago presents for routine 
follow-up. He has been receiving medical therapy and had been attending cardiac rehabilitation at his 
community hospital until recently. He reports gradually increasing dyspnea on exertion but is still 
able to work as a computer programmer and has no problems performing activities of daily living. He 
has developed mild edema. On cardiac examination you note a heart murmur that was not present 3 
months ago. The murmur is holosystolic, grade 3/6, loudest at the cardiac apex, and radiates to the 
axilla. 
 
Which one of the following is the most likely etiology of this murmur? 
A)   Aortic stenosis 
B)   Mitral regurgitation 
C)   Mitral stenosis 
D)   Pericardial effusion 
E)   Tricuspid regurgitation

A) 
B) 
C) 
D) 
E) ",B,Cardiovascular,Extracted,1.0,,Emergent and Urgent Care,Emergent and Urgent Care,1.0,Gold Standard,Diagnosis,high,"Light RW. Disorders of the pleura. In: Loscalzo J, Fauci AS, Kasper DL, Hauser SL, Longo DL, Jameson JL, eds. Harrison’s Principles of Internal Medicine. 21st ed. McGraw Hill; 2022:2197-2200.","In patients who have had a myocardial infarction, chronic mitral regurgitation can 
develop as a consequence of left ventricular remodeling related to myocardial ischemia. 
Chronic mitral regurgitation develops gradually and symptoms that are initially mild can 
progress. In the case of acute chordae tendineae rupture, mitral regurgitation occurs 
suddenly, and the patient develops acute pulmonary edema and is often 
hemodynamically unstable.  
 
A chronic mitral regurgitation murmur is typically grade 3â€“4/6 and holosystolic. It 
usually obscures S1 and radiates to the axilla, and it is loudest when the patient is 
supine.  
 
An aortic stenosis murmur is a decrescendo murmur, usually grade 2â€“3/6, loudest at 
the aortic area or right upper sternal border, and radiates to the clavicle or neck. A 
mitral stenosis murmur is a subtle diastolic â€œrumbleâ€ in the left fifth intercostal space, 
lateral to the nipple, and best heard in the left lateral decubitus position. In a patient 
with pericardial effusion, heart sounds are generally muffled without a distinct murmur. 
Isolated tricuspid regurgitation is uncommon and exhibits a high-pitched softer 
holosystolic murmur that is best heard at the left lower sternal border and radiates to 
the right sternal border.  
 
Reference   
Oâ€™Gara PT, Loscalzo J. Approach to the patient with a heart murmur. In: Loscalzo J, 
Fauci AS, Kasper DL, Hauser SL, Longo DL, Jameson JL, eds. Harrisonâ€™s Principles of 
Internal Medicine. Vol 1. 21st ed. McGraw Hill; 2022:278-286.",Scored,
Q2024-867,2024,"A 32-year-old male is hospitalized with a 1-week history of an acute illness. His signs and symptoms 
include a fever of 38.9 Â°C (102.0 Â°F), axillary and inguinal lymphadenopathy, sore throat, arthralgias, 
myalgias, headache, and a skin rash. He has a history of intravenous drug use, but says his last use 
was 2 weeks ago. He does not have a history of travel outside the United States, tick bites, or 
occupational exposure. 
 
On examination you note pharyngeal edema and erythema without tonsillar enlargement. Shallow, 
sharply demarcated ulcers are noted on the oral mucosa. He has a generalized rash that began 3 days 
after the onset of fever and has the appearance of pityriasis rosea. Nontender nodes are noted in the 
axillae and groin. 
 
Laboratory studies reveal mild anemia, thrombocytopenia, and a slight elevation of liver enzymes. 
His WBC count is 3000/mm3 (N 4300â€“10,800). A rapid plasma reagin test, office testing for 
mononucleosis, rapid antibody HIV testing, blood cultures, and hepatitis studies are all negative. 
 
Which one of the following would be most appropriate at this time? 
A)   Herpes simplex virus IgM testing 
B)   An HIV viral load 
C)   A Western blot for HIV 
D)   Prednisone 
E)   A skin lesion biopsy

A) 
B) 
C) 
D) 
E) ",B,Hematologic/ Immune,Predicted,1.157,,Acute Care and Diagnosis,Acute Care and Diagnosis,1.0,Gold Standard,Pharmacology,medium,,"Diagnosing acute HIV infection has substantial implications for both the individual and 
for public health, as the infection will be easy to spread during this time. In a person 
who has a sudden onset of an ill-defined mononucleosis-like syndrome and/or aseptic 
meningitis, acute HIV infection should be in the differential diagnosis along with 
mononucleosis, cytomegalovirus, toxoplasmosis, rubella, viral hepatitis, disseminated 
gonococcal infection, and other viral illnesses.  
 
Mucocutaneous ulcer is unusual in most of these conditions and should arouse 
suspicion. Skin rash is uncommon in mononucleosis, visceral larva migrans, and 
toxoplasmosis, and tends to spare the palms and soles in rubella. The abrupt onset of 
symptoms, pharyngeal edema without tonsillar enlargement or exudates, and diarrhea 
all help to distinguish acute HIV from mononucleosis. A positive heterophile antibody 
test can occur in acute HIV infection, and atypical lymphocytes can be seen in both. 
Negative results of the rapid enzyme-linked immunosorbent assay (ELISA) or Western 
blot test early in the course of illness can be misleading, as the antibody response is not 
detected until 3â€“7 weeks after infection. Newer fourth-generation tests further reduce 
this period of false-negative serologic tests to 2âˆ’4 weeks. However, individuals such as 
this with acute HIV infection have a markedly elevated viral load easily detected by 
regular viral tests.  
 
The utility of serologic testing such as IgM for infection with herpes simplex virus is 
limited due to low specificity and high false-positive rates. It would be inappropriate or 
harmful to initiate prednisone in the setting of an undiagnosed infection, with rare 
exceptions such as stress-dose corticosteroids for critical illness. While a skin biopsy 
may provide information to the clinician to prompt consideration of acute HIV in the 
differential diagnosis, it would be more expedient to establish the diagnosis and initiate 
treatment without subjecting this individual to a biopsy. 
 
References 
Goldschmidt R, Chu C. HIV infection in adults: initial management. Am Fam Physician. 
2021;103(7):407-416.    
 
Simonetti F, Dewar R, Maldarelli F. Diagnosis of human immunodeficiency virus 
infection. In: Bennett JE, Dolin R, Blaser MJ, eds. Mandell, Douglas, and Bennett's 
Principles and Practice of Infectious Diseases. Vol 2. 9th ed. Elsevier; 2020:1619-1641.",Scored,
Q2024-868,2024,"An asymptomatic 20-year-old female who is sexually active with a new male partner requests testing 
for sexually transmitted infections. She has had 2 sex partners and uses the subdermal etonogestrel 
implant (Nexplanon) for contraception. 
 
Based on U.S. Preventive Services Task Force guidelines, she should be screened for which one of 
the following? 
A)   Bacterial vaginosis 
B)   Infection with Chlamydia trachomatis and Neisseria gonorrhoeae  
C)   Infection with genital herpes simplex virus 
D)   Infection with HPV 
E)   Infection with Mycoplasma genitalium

A) 
B) 
C) 
D) 
E) ",B,Population-Based Care,Predicted,1.219,,Preventive Care,Preventive Care,1.0,Gold Standard,Screening,high,"US Preventive Services Task Force. Final recommendation statement: testicular cancer: screening. Updated April 15, 2011. | US Preventive Services Task Force. Final recommendation statement: testicular cancer: screening. Updated April 15, 2011. | US Preventive Services Task Force. Final recommendation statement: vitamin D deficiency in adults: screening. Updated April 13, 2021. | US Preventive Services Task Force. Final recommendation statement: abdominal aortic aneurysm: screening. Updated December 10, 2019.","According to recommendations from the U.S. Preventive Services Task Force (USPSTF), 
females â‰¤24 years of age who are sexually active should be screened for Chlamydia 
trachomatis and Neisseria gonorrhoeae infections. A urine nucleic acid amplification test 
(NAAT) is recommended for screening. The USPSTF does not recommend asymptomatic 
screening for bacterial vaginosis or infection with Mycoplasma genitalium. The USPSTF 
recommends against routine serologic screening for infection with genital herpes 
simplex virus in asymptomatic adolescents and adults. HPV testing screens for cervical 
cancer but is not recommended for patients under 21 years of age.  
 
References  
US Preventive Services Task Force. Final recommendation statement: cervical cancer: 
screening. Updated August 21, 2018.     
 
US Preventive Services Task Force. Final recommendation statement: Chlamydia and 
gonorrhea: screening. Updated September 14, 2021.    
 
US Preventive Services Task Force. Final recommendation statement: genital herpes 
infection: serologic screening. Updated February 14, 2023.    
 
US Preventive Services Task Force. Final recommendation statement: syphilis infection 
in pregnant women: screening. Updated September 4, 2018.",Scored,
Q2024-869,2024,"A 42-year-old female presents with a 4-month history of diffuse pain, fatigue, and sleep disturbances. 
She says that the pain is the most bothersome symptom. After an extensive history and physical 
examination, you determine that fibromyalgia is the most likely underlying cause. In addition to 
encouraging exercise and cognitive behavioral therapy, you opt to initiate pharmacotherapy. 
 
Which one of the following pharmacologic agents is most likely to improve her pain? 
A)   Acetaminophen 
B)   Gabapentin (Neurontin) 
C)   Naproxen 
D)   Pregabalin (Lyrica) 
E)   Tramadol

A) 
B) 
C) 
D) 
E) ",D,Musculoskeletal,Predicted,1.089,,Chronic Care Management,Chronic Care Management,1.0,Gold Standard,Pharmacology,high,"Winslow BT, Vandal C, Dang L. Fibromyalgia: diagnosis and management. Am Fam Physician. 2023;107(2):137-144.","Fibromyalgia is a chronic pain syndrome associated with the disordered processing of 
pain. It affects approximately 2% of people in the United States, and women are 
diagnosed 2â€“14 times more frequently than men. While patient education, exercise, 
and cognitive behavioral therapy can improve pain and functioning (SOR A), 
nonpharmacologic measures often do not provide sufficient symptom relief. 
Pharmacologic agents with proven benefit to treat fibromyalgia pain include pregabalin, 
amitriptyline, duloxetine, and milnacipran (SOR A). Pregabalin reduces pain by up to 
50% with a number needed to treat of 10. There is insufficient evidence to recommend 
acetaminophen and gabapentin. NSAIDs and opioids do not have demonstrated 
benefits. An adequate trial consists of a single medication that is started at a low 
dosage, slowly increased until a therapeutic dosage is achieved, and maintained for at 
least 3 months. Satisfactory treatment should be continued for at least 12 months.  
 
   
Reference   
Winslow BT, Vandal C, Dang L. Fibromyalgia: diagnosis and management. Am Fam 
Physician. 2023;107(2):137-144.",Scored,
Q2024-870,2024,"A hemoglobin level â‰¤8 g/dL would be an appropriate RBC transfusion threshold for which one of the 
following hospitalized patients? 
A)   A 19-year-old with symptomatic sickle cell pain crisis 
B)   A 63-year-old who is hemodynamically stable after a major trauma 
C)   A 79-year-old with inoperable femur and hip fractures 
D)   An 81-year-old who underwent cardiac bypass surgery 3 days ago 
E)   An 85-year-old with diverticulosis and chronic anemia

A) 
B) 
C) 
D) 
E) ",D,Hematologic/ Immune,Predicted,1.076,,Emergent and Urgent Care,Emergent and Urgent Care,1.0,Gold Standard,Management,fallback,"Raval JS: Blood product transfusion in adults: Indications, adverse reactions, and modifications. Am Fam Physician 2020;102(1):30-38.","The transfusion of blood products, specifically RBCs, is a common medical procedure. 
The transfusion threshold of RBCs for most adults is a hemoglobin level â‰¤7â€“8 g/dL 
(SOR A). However, a slightly less restrictive transfusion threshold of a hemoglobin level 
â‰¤8 g/dL should be used for patients who have preexisting cardiovascular disease or are 
undergoing orthopedic or cardiac surgery, such as a patient who underwent cardiac 
bypass surgery 3 days ago (SOR C).  
 
Patients with sickle cell disease should not receive transfusions for chronic anemia or 
uncomplicated pain crisis without an appropriate clinical indication, and not to a higher 
threshold than regular adults (SOR C). A restrictive transfusion threshold of a 
hemoglobin level â‰¤7 g/dL should be used for hospitalized adult patients who are 
hemodynamically stable, including those who are critically ill (SOR C).  
 
Reference   
Raval JS, Griggs JR, Fleg A. Blood product transfusion in adults: indications, adverse 
reactions, and modifications. Am Fam Physician. 2020;102(1):30-38.",Scored,
Q2024-871,2024,"You see a 45-year-old male with a history of opioid use disorder for a health maintenance 
examination. The patient has successfully remained in a treatment program using methadone, and an 
examination is normal. He has not had a recent EKG. 
 
You order an EKG because which one of the following is a very rare but serious complication of 
methadone treatment? 
A)   Paroxysmal atrial fibrillation 
B)   QTc prolongation 
C)   First-degree heart block 
D)   Second-degree Mobitz type II heart block 
E)   Complete heart block

A) 
B) 
C) 
D) 
E) ",B,Psychiatric/Behavioral,Extracted,1.0,,Chronic Care Management,Chronic Care Management,1.0,Gold Standard,Pharmacology,medium,"Taylor JL, Samet JH. Opioid use disorder. Ann Intern Med. 2022;175(1):ITC1-ITC16.","QTc prolongation is a very rare but serious complication of methadone treatment. 
Expert organizations recommend obtaining a baseline EKG in patients with other risk 
factors. Although the optimal strategy for patients with a QTc interval â‰¥500 milliseconds 
is debated, physicians should review risks and discuss alternatives to other QTc 
prolongation medications. If the risk of continuing methadone outweighs the high-risk 
potential for opioid overdose with methadone discontinuation, alternatives to 
methadone can be pursued.  
 
Reference   
Taylor JL, Samet JH. Opioid use disorder. Ann Intern Med. 2022;175(1):ITC1-ITC16.",Scored,
